ID,feature_vector
98169,"{0.6267939400017326,-1.178509561528805,-0.3033689171316931,-0.508990203836056,0.0706898910231921,-1.0042577643342494,-0.5267212286955416,0.2601041592094151,-0.2763267124578404,0.1120002996527041}"
98170,"{1.336755001721078,0.8725900491012583,-0.7710694877319876,0.4972965522819075,-0.0615733812580538,0.0246029439012231,-0.9832395070592262,-0.8179204281150567,0.0477826720682199,-0.2745184004655875}"
98171,"{-0.283283457461343,0.2456124125071513,-2.011760444194149,0.1142599412148756,-1.979735805813493,0.3156786249649488,-0.3927532235289352,-0.2317886718407719,-2.152079107933088,-2.9668186359135027}"
98172,"{-0.0071205759610229,0.5742390362975606,0.5556306582158711,0.1895508547967444,-2.0148994392652053,-0.2981865106905841,0.2424575727552613,-0.6396423986064368,-0.6422810478771217,-0.6928924524442607}"
98173,"{1.232558122394376,0.1874268061879476,-1.6374387795535708,-0.7414574825199854,-0.0239607603252839,-1.8860368921570791,-0.2336325826116862,-0.2878237052281123,0.0744120719577479,-1.7117191425396638}"
98174,"{-1.0405624652786165,-0.075269693500318,-0.6972943776296153,1.7224376535642172,-1.545689990295249,0.2966235998614668,-0.6893855876183158,1.1048929095648483,-0.1268014088883006,-0.0008405246000764}"
98175,"{0.8837322985474633,1.5696287877610853,1.3376587708361267,-1.668384667008978,0.962219633541492,-0.1828523037055099,1.4653161004187685,-1.216331877183667,-0.5914969028235404,-0.8199139692263663}"
98176,"{-1.0395838436128548,0.7616072966782771,0.8704786234506957,-0.681722498282907,-0.449727084111969,-1.627676814555051,-1.1819114495818464,0.2879652332985537,-0.5176955734909344,1.264145226282823}"
98177,"{-0.3678079945411845,0.6518794061673934,-1.0529251241456872,-0.4631864007734256,1.3443105502934207,0.4548949941508483,0.4491036128412025,0.129089483555779,1.2894866585639984,-0.8885368154231624}"
98178,"{0.6147878369086474,0.1081629354893982,1.0968518453663405,1.0589156598157676,-1.3325898072595104,0.6270950897746944,-1.0518685348611552,1.6572473643126169,0.3444413328380307,0.3825372599688141}"
98179,"{-0.3950274434407822,-1.9537150543907615,0.6406545960250608,0.1261660458774186,-1.4423154799824198,-0.3354647292692838,-1.0641210647388035,-1.4308696133433945,0.1026808576254823,-0.7154812787747092}"
98180,"{-0.7285768132006403,1.1947961858295804,0.1310788328545845,0.5201776219677995,1.3406465355028174,-0.3547502412440977,0.924292207857002,1.106486947166028,1.8663073471316272,-0.122556940625825}"
98181,"{-0.801696921684357,-0.7952516430904336,-0.3087141210326238,-0.3975621352214576,0.5279885395880262,-0.5834285208815378,-0.5634834024357908,0.6802369564774041,-1.001161726094317,0.4567942752382914}"
98182,"{0.5423891670579251,0.1083246171476829,-0.3576234128886553,0.5554761865890553,-1.6349509302255796,2.0177642993029115,1.217527661246737,0.4743218071461476,0.3678584770675177,-0.1848569774778314}"
98183,"{0.0762226980513854,0.3840881985767641,0.6531008268645154,1.8066492782893997,0.2496037856227945,1.5035687589708309,0.1603110717100649,-0.1324223778541802,-1.0053138503441363,-0.4362813645100863}"
98184,"{1.554688483742779,-1.3766462599627003,-2.5013001149281004,-0.9060554081499652,0.7816467336295191,-1.205764735768611,-0.2897067643132723,-0.8410390017991107,0.3314934920447527,0.1307235501733835}"
98185,"{-0.5881993019158985,0.2963142487526412,-0.2169535429854536,1.7609065270397692,1.2174494772488538,0.5772928072115054,1.3054699016037443,0.1449660485748979,0.7169813550295053,-3.1838671070537536}"
98186,"{-0.2347254444781167,0.8008095605055912,-0.9298461002997565,-1.3855272377771153,-0.0406523315377612,0.3550966711361429,-0.2167169445149698,0.184006521644558,-1.0654421133985488,-1.351424349447991}"
98187,"{-0.0785307209046379,0.4768649904120997,-0.1238322821043982,0.4601672124138609,-0.5125528787573269,-0.2511737914987499,-1.1860151212127024,0.3813251571339404,0.7772048810823503,-1.393505202838498}"
98188,"{0.0347267009218326,0.0213052386682696,-0.2674166633595209,1.4157581873487772,0.0449718763977976,0.4224962391552081,-0.6645638654573169,1.1460031539210294,-0.5025844493082063,-0.5993999551775965}"
98189,"{-0.5834535102222806,0.8239499685220085,0.3840386359634649,-1.103804916173994,0.9968021930300922,0.4592883839137298,-0.7966845014164511,-0.7762255926887007,-0.3871717264257913,0.8972616965727285}"
98190,"{-0.3997842795977973,-0.4802893576629199,0.3408272210923862,-0.4987476242413702,0.3288961110739932,-0.5233518766696551,-0.4143871442951987,-0.1005445722995083,0.0641932832817957,0.4631187899832907}"
98191,"{-0.4410789285497253,-0.0680682160711226,-3.236161138155,-0.6348514855315984,0.268159456310352,0.5706245583451486,-1.3248181288148424,0.4171619373387046,1.1932261337672458,-0.8777617363064502}"
98192,"{0.4104300717963891,0.9127121445889966,-0.5239642643189071,-2.0031025002773366,-0.1030370336985159,-0.7448336885792071,0.296035097877273,1.9520453095069477,-0.3191528962090476,-0.2237876120160022}"
98193,"{-2.1920473706741395,0.4122602640098411,-0.2509575820311513,-1.22060305238902,-1.6854005091629092,1.099275621232906,-2.492108644251911,0.1222103020791163,-2.1316086653639563,0.1239369131711151}"
98194,"{-0.2193904068946615,-0.2300109300619874,-0.9862329018536938,1.1035934885134886,0.5897055632394733,1.3568659941740284,0.0473200044936606,0.4736306708690112,-0.6918568474735596,-0.0220879332842088}"
98195,"{-1.7864659308643065,0.6618498706809338,1.3531573379853077,-0.218138499025888,-0.3924228552968574,1.517233880489887,0.2019805045286069,2.440247809879672,-1.3337169494588217,-1.489641104643823}"
98196,"{1.1809452422966749,0.7451124372070341,0.45576134750532,0.4112018285578821,-0.4608788518498772,0.3982101685670375,-2.218957112624861,-0.6417149771905994,-0.6195895500933073,-0.2809818040812493}"
98197,"{-1.358875290718222,-0.7507214040109887,0.481672516170249,-0.5174267286264951,-0.5898531488736299,-0.1050953515057893,1.0016257857525923,1.248694107262429,-0.0404186657734805,0.3969710532955486}"
98198,"{-0.0835705665432934,0.593269542723368,-0.4541679863467754,-0.2966302345779268,-0.4496394924865106,1.2287664507733098,0.3840169449025618,-1.0810199099517,-1.011649614577231,0.5560495571798222}"
98199,"{0.0938996125770484,-2.526167108706162,-0.2514529245919114,1.045677756236958,0.531054245620782,0.322773785893013,-0.3181382934448754,-0.6939268314960352,0.0607182264276043,0.1465185018233473}"
98200,"{-0.823607720188092,0.0564878398769709,-1.0720006989527038,0.0383516682440527,0.8320096398587172,-0.1392307484421318,0.0901790531576787,-0.5055727159908134,0.9667937578968556,-0.3779016081061107}"
98201,"{0.9746973903874698,-1.020501839098975,1.5847269301391271,-1.204122568871987,-0.4674605516345793,-0.7325836588965147,-0.5834906219096291,0.2411199830409888,-0.1581875836899896,-1.7356338963420934}"
98202,"{-0.5555122822711577,-1.617701231086676,0.1384828188222608,0.9525063585322604,1.4833747924114364,-0.988277740289888,-1.286006704649323,-1.3563482679300247,0.4146349626214524,1.6269847070574823}"
98203,"{-0.3916034166516272,-0.2199311186470896,1.179036266127181,-1.8413241439654249,0.4257577958353258,1.0375559711137188,-0.6872866504063849,0.5348367964261419,2.027384951747011,0.1878309243690024}"
98204,"{-0.0271470728997342,-1.622703579958304,-0.2870759886742504,1.425588666186652,-0.2596592790975995,0.063035399196135,0.6589379056358501,1.1956590075233398,1.0602129245404035,-0.7698508895461904}"
98205,"{-0.6207408645308277,-0.3637711733684594,0.241618436236802,0.2595996580174403,0.0413475785293409,1.8768837593471488,-1.151143814416195,0.0239262701232434,-2.3352182143297964,-0.6519790496956405}"
98206,"{0.4540689715572858,0.110127301761679,-0.3415713583397601,-0.5648567288452431,1.4483556340061825,-0.671499689772969,-1.3947521794173268,-1.1626603647746174,0.782523529874156,-0.2034944253590331}"
98207,"{1.5047709539016207,-0.0765176664716353,-1.5427518171937382,-0.8615515908070547,-1.032296607007662,-0.3713417834598811,-0.8849759954083293,-1.9655799788671475,0.2421185384056103,0.3479024715409751}"
98208,"{-1.6275194470865513,0.8061030423603756,-0.5390878073798219,-0.1405358201899282,-0.3822688699205961,-0.628582381858311,-0.1654912567790475,-1.5255224784282886,0.4749578109112277,0.7190688326147018}"
98209,"{-0.0071354767112235,-1.6670284278780654,0.5273576960587607,-0.4919589570096678,-0.3987148573553269,0.3284129681618087,-0.5851329695762848,-0.154706983223332,-0.1367579035986543,-0.6711517865365231}"
98210,"{0.2150565926475863,0.8099816832563473,0.6669973210846908,-1.280484968559458,-0.4915320662519805,1.2421687133445525,-1.6705962091965758,-1.983470883438999,-1.8037557254418537,-0.0470381136801243}"
98211,"{-1.8913089860060093,0.0478605635731173,-0.6819023416016144,0.2096366092525243,0.4987006467201681,-1.104485391684774,1.1783252780644018,-2.024267691729272,-0.5459376426495302,-0.6059141703425176}"
98212,"{-2.201458609968,-0.9346055105042588,0.9051092061852826,-1.4663932883669426,-0.4589207592487526,-0.2349207914921436,0.081491074267312,0.6420851950770718,-0.2065258845034265,-0.1538654929800467}"
98213,"{-1.2419644000843564,-0.0773386252602378,-0.6638121808324571,0.5138861070868632,-0.5178026749828648,1.4363043691326038,-0.1799288513688704,-1.0333780723857813,-1.1744488521853589,0.2851223081727091}"
98214,"{-0.245314950940141,0.2419628216299964,1.600894205831693,-0.0516441324831921,-1.0714857623254603,2.2207375232877693,0.716415922081854,0.4233753781031429,0.0339940696417977,-0.4720100770296623}"
98215,"{-0.2889707619416786,1.88429019139244,1.016313128418534,0.0077651962810009,-2.392892239158333,0.4023071922758256,1.8012976681160882,0.311545789915883,0.6765052384525648,1.802628587015862}"
98216,"{1.2564095865247873,1.4861878950431906,-1.5417186329251973,0.3093621953425443,-0.7820753131475956,0.7433180473079635,-0.5342089206356424,1.28839873089012,-1.6896989580462147,-0.7791411892634912}"
98217,"{0.8982622256789256,-0.4466352056974205,-0.2195635283681531,0.209674981949313,0.2382695728336397,-1.768329426094457,-0.1242767470034579,-0.5631060960629872,0.6621830596055166,-1.6765593379058668}"
98218,"{-1.4514453474079945,0.4871709692624132,-1.3045173939941614,-0.2270563737678391,2.941717705260048,0.4098513691599569,1.2197326657694847,1.221278842916936,0.4802929092617747,-0.7210170697564255}"
98219,"{1.558074106998073,-0.6370084584421376,-0.5868383649320073,0.9710408540989196,1.0022164235982154,1.5559518427906318,1.5479805782350922,-0.5296919188411512,-1.2325346433451536,0.5186837870007466}"
98220,"{-0.9774967969420836,-1.910700542349686,-0.1543746795963329,0.1105476973935841,0.147071795637934,0.7864958451190923,0.4610083856212683,-1.2744916955218055,-0.1937605296527315,0.6749314689843606}"
98221,"{-0.1198742240413633,-2.7713845602247877,-1.7985573852672525,1.4777563534988565,-0.8270447422322638,0.4660836403965854,-1.1690351659459397,1.0237774476733978,-0.9498001036545396,-0.2565104770114287}"
98222,"{0.4515341768175728,-1.1333031670788498,0.2878266250687553,1.627087075318584,-0.8837600510778091,0.2084196704626315,-1.2583075848332697,-1.068387529658397,0.5632871392834707,-0.0741142834307077}"
98223,"{-0.9752174046172608,0.332952534770516,-0.749796838379436,-0.0676564853272495,-0.3427145519771499,-1.4318505015307994,-0.3599311034251994,0.6504042710087589,-1.214217702845404,-0.4759811035408649}"
98224,"{-0.871123386434174,0.132171229083561,1.1683199930065005,-0.2041709858454792,0.7944579899552803,-2.536084966061631,0.3888809245257288,2.0796738936707277,0.1878036531429657,0.4629031887274202}"
98225,"{-0.3032381355082192,-1.5231846092767267,0.0377883022393987,1.6121227455633758,0.992111298357382,-1.4022997344085797,0.439243854602063,2.175400513343376,-0.4245608929899097,1.2948668459688568}"
98226,"{1.27040306859419,-2.466662614903376,-1.729241215674343,-1.3071561080775012,0.9219815096922042,1.8349421555743248,-0.1737085289301382,-0.275977134424645,1.5594405626742958,-0.7605213679822025}"
98227,"{-0.7572727546105081,-0.1538357066159606,-0.5741708046928157,-0.0324705151752644,1.065403001124617,-1.3663368005464431,-0.7292509585557354,0.1349302764431977,-0.0614367688055012,-0.0883480415476245}"
98228,"{-1.6233148195636784,-1.0893128333132394,0.1215072042459931,0.977861979043984,1.3433019716957302,-0.0239486849590276,0.1421010772612063,1.462424414803888,-0.5145900844859297,0.4404753025559882}"
98229,"{0.7103822531493927,0.7235587892163858,-0.7420469947184873,-0.2679763093668803,-2.014754510488741,-0.8312130532172635,0.0574748398853308,-1.4179912632048497,-0.1028167161191062,0.1105649222767371}"
98230,"{1.0323011669689957,-0.1186651368034195,-0.4062892872193411,1.3224955188526195,-1.4898402476037778,2.478482514318133,1.6649018785511824,1.2175867474250623,1.5424792084377177,1.12772271272142}"
98231,"{0.560861778207794,0.1007958689492351,-0.6671423674933478,-0.3227227498053287,-0.7141252798188577,-0.7300135865973519,0.0485701789776268,1.8129493330970687,-0.0648135127946016,-0.0401145950773438}"
98232,"{1.1473553205507552,-0.034413301976005,1.3173122558462191,-0.8790328913121196,0.6789821445989169,0.1392245225004906,-0.2546823736512312,-0.2127438820854232,0.5582240563366127,-0.6409383738732644}"
98233,"{-0.3656849027882899,-0.1587377167174993,1.5525612034415068,0.1284419160454651,-1.4640367643193686,1.1074778868993622,-0.9265979129782784,0.2678384484431525,0.6785502311167239,-1.3387022768696708}"
98234,"{0.4915786929004138,0.7235668265236903,-0.049265004191161,0.1067617912778172,0.0994076712316654,0.9810962940876956,0.7723433207792768,-0.5143300870103232,-0.9737327116026896,0.5033591662356406}"
98235,"{1.659283167545205,-0.3094868610158943,-0.3869121674069625,-0.2628438398881539,0.920303771493722,1.3211295005241788,1.0878651105532116,-1.0948721260700909,-0.7949705451334289,-0.2187513254092032}"
98236,"{1.6987517389502766,-0.512220936037764,0.3491356408487605,-0.3996652054880152,-0.5468084337044768,-0.4782468133063383,0.0690596678115808,-0.9887584460921132,-0.759605418845232,-1.5758352373748872}"
98237,"{0.2293993876060247,-1.4721329228701645,0.0037973742251949,2.919199286281517,-0.2636586133631309,-0.1795682814525019,2.1588144187649,0.1088648533588568,1.4074423594316663,-2.9089280584871364}"
98238,"{1.717224260993094,-0.8699886211851865,1.3729678534283667,-1.5574472265469486,0.7429941649047831,-0.0368146218455845,0.7285214883605654,0.5219691749755699,-0.7424744482819292,0.558376195445196}"
98239,"{0.5201624932648231,-0.2780156564285856,1.882545639779712,0.5181652499622618,1.354461556660334,-1.68073107500092,2.510349533897878,-1.139777577611968,-0.2934231040985028,-0.447763882656934}"
98240,"{0.569728221489389,-0.6276983556550741,-1.956035458605184,-0.7024103505148509,1.6180073442292946,-2.514613124096169,-0.5550679762012002,-0.8165752109094272,-0.9878973847202296,0.9542627172337038}"
98241,"{-1.7697505480203286,0.5796643660776744,-1.4620576998586046,-0.4095572272671883,-0.5675321080612334,-0.6141529845770393,0.3418460092583394,-0.6653834968209501,0.4367228752614223,2.427723594115476}"
98242,"{0.4410128652770884,-2.009466537604688,0.1728734614209193,-0.941727907975551,0.0087008266259834,0.5089882049130761,2.1873469002358323,0.5899722613490467,1.161033377498724,0.5778709033197945}"
98243,"{-1.691629414781847,-0.5084761875642948,1.474640796864104,0.6316120130979461,0.4171094684643023,1.5218770391040648,1.316933016980203,1.1311633207120946,0.7382172967547936,-0.1987368899996087}"
98244,"{-1.014287877157078,0.1860876516491826,-0.4031482081251701,0.3618418530991364,0.3125287633630906,1.460659391030013,-0.5113439011131456,-0.7261098080746056,-0.174738368264239,1.0594069361002971}"
98245,"{-0.7977755212385328,0.1793011319571626,1.0068331901277414,-2.515088133088171,-0.5158447427606162,0.8063308753342187,0.4285238859469829,-0.5657180820769945,0.377762604691514,-0.697916054053285}"
98246,"{-2.054459556291824,1.0966715887715233,2.439937894736492,2.226381397107253,1.6950203150046277,-0.0765968281483518,1.012529459224742,-0.0801545324744933,-0.4010070884149377,-0.03387788522717}"
98247,"{0.0215172200482615,0.022321132434022,-0.7003536843193463,1.5590400449109434,-0.368946515422569,-0.5334567178016135,-1.0399197362078425,0.1227439260761828,-0.3343004878846151,0.7662416623348326}"
98248,"{-1.2344821415535798,0.7733636928367416,0.0468029006689863,-1.5900958379453256,-1.627442242271972,-0.460997019018286,-2.9122174862092995,0.0361176268810415,-1.0183029356061155,-0.796641926929615}"
98249,"{1.6547831978372622,0.1125616499398741,0.5429951925153516,-1.6330408333885993,0.5849968316293755,-1.4436632437875276,1.1312173985946747,-0.071708653360221,0.082429718546963,0.3730772510586808}"
98250,"{0.0260081346497481,0.1345637011593746,-0.1287891240611326,-0.5261686613224739,-0.1683576450374853,-1.8994279519023496,0.0946979327805162,0.9240580740125576,1.1604747458687927,0.8840084416305145}"
